query_id,group_id,length,family,true_reference,true_available,alternate_reference,alternate_reference_is_exact_max,exact_absent_max_ids,exact_absent_max_n,score_near_absent_max_ids,score_near_absent_max_n,true_score,absent_max_score,true_margin,absent_margin,true_minus_absent_max,true_vs_absent_max_score_near,present_outcome,accepted_present,accepted_absent,absent_false_accept,unavailable_pair_n,pair_n_all_12_equal,any_all_12_equal,all_all_12_equal,pair_n_only_cost_timing_differ,any_only_cost_timing_differ,all_only_cost_timing_differ,pair_n_other_differences,any_other_differences,all_other_differences,pair_n_unavailable,any_unavailable,all_unavailable,any_ten_equal,all_ten_equal
e08_query_a_transpose,e08,4,transpose,e08_reference_a,True,e08_reference_b,True,"[""e08_reference_b""]",1,"[""e08_reference_b"",""e08_distractor_3""]",2,6.0087259840931635,-0.26566195616157895,2.382312863856603,-3.8920750763981395,6.2743879402547424,False,true_singleton,"[""e08_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e08_query_a_weak_present,e08,4,weak_present,e08_reference_a,True,e08_reference_b,False,"[""e08_distractor_3""]",1,"[""e08_distractor_3""]",1,3.500425487205315,3.500184406605247,-0.1259876330312455,-0.12622871363131338,0.0002410806000678889,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e08_query_b_delete_closed,e08,4,delete_closed,e08_reference_b,True,e08_reference_a,False,"[""e08_distractor_0""]",1,"[""e08_distractor_0""]",1,3.500269951299029,3.500425487205315,-0.1261431689375314,-0.1259876330312455,-0.00015553590628591962,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e08_query_b_delete_detune,e08,4,delete_detune,e08_reference_b,True,e08_reference_a,False,"[""e08_distractor_0""]",1,"[""e08_distractor_0""]",1,-1.3197730346237,-1.3200125601269823,-4.946186154860261,-4.946425680363543,0.00023952550328232292,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e08_query_b_delete_insert,e08,4,delete_insert,e08_reference_b,True,e08_reference_a,False,"[""e08_distractor_0""]",1,"[""e08_distractor_0""]",1,-0.2654208755846863,-0.26566195625428524,-3.891833995821247,-3.892075076490846,0.00024108066959893648,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e08_query_b_delete_rest,e08,4,delete_rest,e08_reference_b,True,e08_reference_a,False,"[""e08_distractor_0""]",1,"[""e08_distractor_0""]",1,3.500425487205315,3.500184406535717,-0.1259876330312455,-0.12622871370084354,0.0002410806695980483,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e08_query_b_delete_timing,e08,4,delete_timing,e08_reference_b,True,e08_reference_a,False,"[""e08_distractor_0""]",1,"[""e08_distractor_0""]",1,3.5003943800119517,3.5001144153573067,-0.1260187402246089,-0.12629870487925388,0.0002799646546449708,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e08_query_b_delete_transpose,e08,4,delete_transpose,e08_reference_b,True,e08_reference_a,False,"[""e08_distractor_0""]",1,"[""e08_distractor_0""]",1,3.500425487205315,3.500184406535717,-0.1259876330312455,-0.12622871370084354,0.0002410806695980483,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e08_query_b_delete_two,e08,4,delete_two,e08_reference_b,True,e08_reference_a,True,"[""e08_reference_a"",""e08_distractor_0"",""e08_distractor_1"",""e08_distractor_4"",""e08_distractor_5""]",5,"[""e08_reference_a"",""e08_distractor_0"",""e08_distractor_1"",""e08_distractor_4"",""e08_distractor_5""]",5,1.0292247145785138,1.0292247145785138,-2.5971884056580468,-2.5971884056580468,0.0,True,none,[],[],False,0,5,True,True,0,False,False,0,False,False,0,False,False,True,True
e08_query_b_detune,e08,4,detune,e08_reference_b,True,e08_reference_a,True,"[""e08_reference_a""]",1,"[""e08_reference_a"",""e08_distractor_0""]",2,2.393528011384034,-0.2655764114291692,-1.2328851088525266,-3.89198953166573,2.6591044228132033,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e08_query_b_exact,e08,4,exact,e08_reference_b,True,e08_reference_a,False,"[""e08_distractor_4""]",1,"[""e08_distractor_4""]",1,6.0087259840931635,-0.2654208755846863,2.382312863856603,-3.891833995821247,6.27414685967785,False,true_singleton,"[""e08_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e08_query_b_insert,e08,4,insert,e08_reference_b,True,e08_reference_a,False,"[""e08_distractor_4""]",1,"[""e08_distractor_4""]",1,2.9900383294495674,-0.6254025780697754,-0.6363747907869932,-4.251815698306336,3.6154409075193428,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e08_query_b_legitimate_rest,e08,4,legitimate_rest,e08_reference_b,True,e08_reference_a,False,"[""e08_distractor_2""]",1,"[""e08_distractor_0"",""e08_distractor_2""]",2,6.0085967453421505,-0.2654934588358966,2.38218362510559,-3.891906579072457,6.274090204178047,False,true_singleton,"[""e08_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e08_query_b_mask_absent,e08,4,mask_absent,e08_reference_b,True,e08_reference_a,False,"[""e08_distractor_0""]",1,"[""e08_distractor_0""]",1,2.8750036763380082,2.87476259566841,-0.7514094438985524,-0.7516505245681504,0.0002410806695980483,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e08_query_b_mask_present,e08,4,mask_present,e08_reference_b,True,e08_reference_a,False,"[""e08_distractor_0""]",1,"[""e08_distractor_0""]",1,2.8750036763380082,2.87476259566841,-0.7514094438985524,-0.7516505245681504,0.0002410806695980483,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e08_query_b_merged,e08,4,merged,e08_reference_b,True,e08_reference_a,True,"[""e08_reference_a"",""e08_distractor_0"",""e08_distractor_1"",""e08_distractor_2"",""e08_distractor_3""]",5,"[""e08_reference_a"",""e08_distractor_0"",""e08_distractor_1"",""e08_distractor_2"",""e08_distractor_3""]",5,0.19532896675543743,0.19532896675543743,-3.431084153481123,-3.431084153481123,0.0,True,none,[],[],False,0,5,True,True,0,False,False,0,False,False,0,False,False,True,True
e08_query_b_substitute,e08,4,substitute,e08_reference_b,True,e08_reference_a,False,"[""e08_distractor_0""]",1,"[""e08_distractor_0""]",1,-0.2654208755846863,-0.26566195625428524,-3.891833995821247,-3.892075076490846,0.00024108066959893648,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e08_query_b_timing,e08,4,timing,e08_reference_b,True,e08_reference_a,False,"[""e08_distractor_4""]",1,"[""e08_distractor_4""]",1,6.008649825583331,-0.2654753132200156,2.38223670534677,-3.891888433456576,6.274125138803346,False,true_singleton,"[""e08_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e08_query_b_transpose,e08,4,transpose,e08_reference_b,True,e08_reference_a,False,"[""e08_distractor_4""]",1,"[""e08_distractor_4""]",1,6.0087259840931635,-0.2654208755846863,2.382312863856603,-3.891833995821247,6.27414685967785,False,true_singleton,"[""e08_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e08_query_b_weak_present,e08,4,weak_present,e08_reference_b,True,e08_reference_a,False,"[""e08_distractor_0""]",1,"[""e08_distractor_0""]",1,3.500425487205315,3.500184406535717,-0.1259876330312455,-0.12622871370084354,0.0002410806695980483,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e09_query_a_delete_closed,e09,6,delete_closed,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,3.626413120328176,-1.0450555900407101,9.161560399206792e-11,-4.671468710277271,4.671468710368886,False,true_singleton,"[""e09_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_delete_detune,e09,6,delete_detune,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,0.7344943920404132,-4.6600211001225755,-2.8919187281961474,-8.286434220359137,5.394515492162989,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_delete_insert,e09,6,delete_insert,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,1.107554582645995,-3.1089064640068136,-2.5188585375905657,-6.735319584243374,4.2164610466528085,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_delete_rest,e09,6,delete_rest,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,3.6266266302486665,-1.0448885289242211,0.0002135100121058997,-4.671301649160782,4.671515159172888,False,true_singleton,"[""e09_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_delete_timing,e09,6,delete_timing,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,3.626547318472876,-1.0449760323296449,0.00013419823631544148,-4.6713891525662055,4.671523350802521,False,true_singleton,"[""e09_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_delete_transpose,e09,6,delete_transpose,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,3.6266266302486665,-1.0448885289242211,0.0002135100121058997,-4.671301649160782,4.671515159172888,False,true_singleton,"[""e09_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_delete_two,e09,6,delete_two,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,1.9737176717345717,-3.4213676457816895,-1.652695448501989,-7.04778076601825,5.395085317516261,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_detune,e09,6,detune,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,2.8855974943985236,-1.7845776555622583,-0.740815625838037,-5.410990775798819,4.670175149960782,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_exact,e09,6,exact,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,5.295729510613376,1.107554582645995,1.6693163903768156,-2.5188585375905657,4.188174927967381,False,true_singleton,"[""e09_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_insert,e09,6,insert,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,3.1343108521243535,-0.7287090612075362,-0.49210226811220714,-4.355122181444097,3.8630199133318897,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_legitimate_rest,e09,6,legitimate_rest,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,5.295600327865935,1.1074353351109805,1.6691872076293741,-2.51897778512558,4.188164992754954,False,true_singleton,"[""e09_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_mask_absent,e09,6,mask_absent,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,3.2096787563371274,-1.4618364028357593,-0.4167343638994332,-5.08824952307232,4.671515159172887,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_mask_present,e09,6,mask_present,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,3.2096787563371274,-1.4618364028357593,-0.4167343638994332,-5.08824952307232,4.671515159172887,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_merged,e09,6,merged,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_0""]",1,"[""e09_distractor_0""]",1,0.734494559112643,-2.158650635679879,-2.8919185611239175,-5.78506375591644,2.893145194792522,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_substitute,e09,6,substitute,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,1.107554582645995,-3.1089064640068136,-2.5188585375905657,-6.735319584243374,4.2164610466528085,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_timing,e09,6,timing,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,5.295655659941285,1.1074752709515137,1.6692425397047241,-2.518937849285047,4.188180388989771,False,true_singleton,"[""e09_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_transpose,e09,6,transpose,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,5.295729510613376,1.107554582645995,1.6693163903768156,-2.5188585375905657,4.188174927967381,False,true_singleton,"[""e09_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_a_weak_present,e09,6,weak_present,e09_reference_a,True,e09_reference_b,False,"[""e09_distractor_5""]",1,"[""e09_distractor_5""]",1,3.6266266302486665,-1.0448885289242211,0.0002135100121058997,-4.671301649160782,4.671515159172888,False,true_singleton,"[""e09_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_delete_closed,e09,6,delete_closed,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_1""]",1,"[""e09_distractor_1""]",1,3.626414572779731,-1.0450882632816194,1.4525431701883917e-06,-4.67150138351818,4.67150283606135,False,true_singleton,"[""e09_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_delete_detune,e09,6,delete_detune,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_1""]",1,"[""e09_distractor_1""]",1,0.7344942815429052,-4.660021220905046,-2.8919188386936554,-8.286434341141607,5.394515502447951,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_delete_insert,e09,6,delete_insert,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_1""]",1,"[""e09_distractor_1""]",1,1.107554582645995,-3.1089064640068136,-2.5188585375905657,-6.735319584243374,4.2164610466528085,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_delete_rest,e09,6,delete_rest,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_1""]",1,"[""e09_distractor_1""]",1,3.6266266302486665,-1.0448885289242211,0.0002135100121058997,-4.671301649160782,4.671515159172888,False,true_singleton,"[""e09_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_delete_timing,e09,6,delete_timing,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_1""]",1,"[""e09_distractor_1""]",1,3.626547814917042,-1.044976032355561,0.0001346946804812177,-4.671389152592122,4.671523847272603,False,true_singleton,"[""e09_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_delete_transpose,e09,6,delete_transpose,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_1""]",1,"[""e09_distractor_1""]",1,3.6266266302486665,-1.0448885289242211,0.0002135100121058997,-4.671301649160782,4.671515159172888,False,true_singleton,"[""e09_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_delete_two,e09,6,delete_two,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_1""]",1,"[""e09_distractor_1""]",1,1.9737176717345717,-3.4213676457816895,-1.652695448501989,-7.04778076601825,5.395085317516261,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_detune,e09,6,detune,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_4""]",1,"[""e09_distractor_4""]",1,2.885597390757659,-1.7852122599682723,-0.7408157294789017,-5.411625380204833,4.670809650725931,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_exact,e09,6,exact,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_4""]",1,"[""e09_distractor_4""]",1,5.295729510613376,1.1069200887374882,1.6693163903768156,-2.5194930314990724,4.188809421875888,False,true_singleton,"[""e09_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_insert,e09,6,insert,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_4""]",1,"[""e09_distractor_4""]",1,3.1343108521243535,-0.7292903606797614,-0.49210226811220714,-4.355703480916322,3.863601212804115,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_legitimate_rest,e09,6,legitimate_rest,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_4""]",1,"[""e09_distractor_4""]",1,5.295600215889659,1.1067453368887419,1.6691870956530988,-2.5196677833478187,4.1888548790009175,False,true_singleton,"[""e09_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_mask_absent,e09,6,mask_absent,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_1""]",1,"[""e09_distractor_1""]",1,3.2096787563371274,-1.4618364028357593,-0.4167343638994332,-5.08824952307232,4.671515159172887,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_mask_present,e09,6,mask_present,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_1""]",1,"[""e09_distractor_1""]",1,3.2096787563371274,-1.4618364028357593,-0.4167343638994332,-5.08824952307232,4.671515159172887,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_merged,e09,6,merged,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_4""]",1,"[""e09_distractor_4""]",1,1.473380223040727,1.4730302095448513,-2.1530328971958337,-2.1533829106917093,0.0003500134958756007,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e09_query_b_substitute,e09,6,substitute,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_1""]",1,"[""e09_distractor_1""]",1,1.107554582645995,-3.1089064640068136,-2.5188585375905657,-6.735319584243374,4.2164610466528085,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_timing,e09,6,timing,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_4""]",1,"[""e09_distractor_4""]",1,5.295655659941285,1.106805807747702,1.6692425397047241,-2.5196073124888585,4.188849852193583,False,true_singleton,"[""e09_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_transpose,e09,6,transpose,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_4""]",1,"[""e09_distractor_4""]",1,5.295729510613376,1.1069183513658691,1.6693163903768156,-2.5194947688706915,4.188811159247507,False,true_singleton,"[""e09_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e09_query_b_weak_present,e09,6,weak_present,e09_reference_b,True,e09_reference_a,False,"[""e09_distractor_1""]",1,"[""e09_distractor_1""]",1,3.6266266302486665,-1.0448885289242211,0.0002135100121058997,-4.671301649160782,4.671515159172888,False,true_singleton,"[""e09_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e10_query_a_delete_closed,e10,8,delete_closed,e10_reference_a,True,e10_reference_b,False,"[""e10_distractor_0""]",1,"[""e10_distractor_0""]",1,3.5123615034659244,1.4461550792497464,-0.11405161677063624,-2.180258040986814,2.066206424216178,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e10_query_a_delete_detune,e10,8,delete_detune,e10_reference_a,True,e10_reference_b,False,"[""e10_distractor_0""]",1,"[""e10_distractor_0""]",1,1.4467918462716254,-0.6196587677288408,-2.179621273964935,-4.246071887965401,2.066450614000466,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e10_query_a_delete_insert,e10,8,delete_insert,e10_reference_a,True,e10_reference_b,False,"[""e10_distractor_0""]",1,"[""e10_distractor_0""]",1,1.6198753215772124,-0.4465752924232538,-2.0065377986593482,-4.072988412659814,2.066450614000466,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e10_query_a_delete_rest,e10,8,delete_rest,e10_reference_a,True,e10_reference_b,False,"[""e10_distractor_0""]",1,"[""e10_distractor_0""]",1,3.5126056913275674,1.4461550773270995,-0.1138074289089932,-2.180258042909461,2.066450614000468,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e10_query_a_delete_timing,e10,8,delete_timing,e10_reference_a,True,e10_reference_b,False,"[""e10_distractor_0""]",1,"[""e10_distractor_0""]",1,3.512547377819124,1.446096763818658,-0.11386574241743652,-2.1803163564179027,2.066450614000466,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e10_query_a_delete_transpose,e10,8,delete_transpose,e10_reference_a,True,e10_reference_b,False,"[""e10_distractor_0""]",1,"[""e10_distractor_0""]",1,3.5126056913275674,1.4461536263445174,-0.1138074289089932,-2.180259493892043,2.06645206498305,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
