census_data_row_1_based,query_id,true_reference,candidate_id,category,source_score,candidate_score,group_id,family,status,true_path_count,candidate_path_count,both_have_no_retained_alternatives,retained_alternatives_only_multiset_equal,source_margin,same_best_query_onset_anchors,best_inspected_acoustic_fields_exact_equal,retained_acoustic_path_multiset_exact_equal,shared_exact_retained_acoustic_signatures,best_global_transform_exact_equal,true_best_global_pitch_shift,candidate_best_global_pitch_shift,true_best_timing_scale,candidate_best_timing_scale,true_best_timing_offset_s,candidate_best_timing_offset_s,best_matched_acoustic_fields_exact_equal,best_missing_acoustic_fields_exact_equal,best_missing_anchor_regions_equal,best_inserted_acoustic_fields_exact_equal,best_reference_pitch_intervals_max_abs_difference,best_reference_onset_intervals_s_max_abs_difference,best_pitch_residuals_max_abs_difference,best_timing_residuals_s_max_abs_difference,best_missing_mapped_onset_s_max_abs_difference,best_missing_mapped_offset_s_max_abs_difference,best_missing_mapped_pitch_semitones_max_abs_difference,best_missing_pitch_from_first_matched_reference_semitones_max_abs_difference
24,e08_query_a_merged,e08_reference_a,e08_distractor_4,all_12_equal,0.19532896675543743,0.19532896675543743,e08,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,False,0.0,2.0000754594802856,1.0,1.0,0.0,0.0,False,False,True,True,0.00015616416931152344,0.0,7.808208465576172e-05,0.0,0.0,0.0,10.000138640403748,10.000060558319092
35,e08_query_b_delete_two,e08_reference_b,e08_reference_a,all_12_equal,1.0292247145785138,1.0292247145785138,e08,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,1.1920928955078125e-07,1.1920928955078125e-07,1.0,0.5,0.0,0.06700000166893005,False,False,False,True,0.0,0.16499999165534973,0.0,0.0,0.2475000023841858,0.29350000619888306,3.9999122619628906,3.9999122619628906
36,e08_query_b_delete_two,e08_reference_b,e08_distractor_0,all_12_equal,1.0292247145785138,1.0292247145785138,e08,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,1.1920928955078125e-07,0.0,1.0,1.0,0.0,0.0,False,False,True,True,2.384185791015625e-07,0.0,1.1920928955078125e-07,0.0,0.0,0.0,3.99991238117218,3.9999122619628906
37,e08_query_b_delete_two,e08_reference_b,e08_distractor_1,all_12_equal,1.0292247145785138,1.0292247145785138,e08,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,1.1920928955078125e-07,-2.000075101852417,1.0,0.5,0.0,0.06700000166893005,False,False,False,True,0.0001556873321533203,0.16499999165534973,7.784366607666016e-05,0.0,0.2475000023841858,0.29350000619888306,6.000225901603699,6.000303745269775
38,e08_query_b_delete_two,e08_reference_b,e08_distractor_4,all_12_equal,1.0292247145785138,1.0292247145785138,e08,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,1.1920928955078125e-07,-2.000075340270996,1.0,0.4999999548449679,0.0,-0.015499980657390444,False,False,False,True,0.00015616416931152344,0.16500002145767212,7.808208465576172e-05,0.0,0.41250001639127665,0.4585000243602372,6.000226378440857,6.000304460525513
39,e08_query_b_delete_two,e08_reference_b,e08_distractor_5,all_12_equal,1.0292247145785138,1.0292247145785138,e08,delete_two,available,1,2,False,False,-2.5971884056580468,True,False,False,0,False,1.1920928955078125e-07,0.0,1.0,0.9999998193798878,0.0,-0.3299998995029698,False,False,False,True,2.384185791015625e-07,2.9802322387695312e-08,1.1920928955078125e-07,0.0,0.6599999666214043,0.659999983238456,3.99991238117218,3.9999122619628906
46,e08_query_b_merged,e08_reference_b,e08_reference_a,all_12_equal,0.19532896675543743,0.19532896675543743,e08,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,3.0000001806201446,0.0,-0.2680000308788202,False,False,False,True,0.0,0.33000001311302185,0.0,0.0,1.1550001204013878,1.3390001522772317,0.0,0.0
47,e08_query_b_merged,e08_reference_b,e08_distractor_0,all_12_equal,0.19532896675543743,0.19532896675543743,e08,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,1.5000000903100723,0.0,-0.06700001377048004,False,False,False,True,0.0,0.16500002145767212,0.0,0.0,0.41250006854534416,0.45850008066856884,2.384185791015625e-07,2.384185791015625e-07
48,e08_query_b_merged,e08_reference_b,e08_distractor_1,all_12_equal,0.19532896675543743,0.19532896675543743,e08,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,2.9999996387597756,0.0,-1.2579997889923593,False,False,False,True,0.0,0.32999998331069946,0.0,0.0,1.15499982237818,0.9709998850569727,4.000150680541992,4.000150680541992
49,e08_query_b_merged,e08_reference_b,e08_distractor_2,all_12_equal,0.19532896675543743,0.19532896675543743,e08,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,1.4999999548449678,0.0,-0.3144999756506003,False,False,False,True,0.0,0.16499999165534973,0.0,0.0,0.4124999716877944,0.3664999943791016,2.384185791015625e-07,2.384185791015625e-07
50,e08_query_b_merged,e08_reference_b,e08_distractor_3,all_12_equal,0.19532896675543743,0.19532896675543743,e08,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,3.0000001806201446,0.0,-0.7630000356471918,False,False,False,True,0.0,0.33000001311302185,0.0,0.0,0.6600001156330162,0.8440001475088601,2.384185791015625e-07,2.384185791015625e-07
170,e12_query_a_delete_two,e12_reference_a,e12_distractor_0,all_12_equal,1.0292247145785138,1.0292247145785138,e12,delete_two,available,1,2,False,False,-2.5971884056580468,True,False,False,0,False,0.0,0.0,1.0,0.33333331326442955,0.0,0.08933333824780659,False,False,False,True,0.0,0.33000001311302185,0.0,1.3877787807814457e-17,0.38500001695420966,0.4453333700947486,4.999672889709473,4.999672889709473
171,e12_query_a_delete_two,e12_reference_a,e12_distractor_1,all_12_equal,1.0292247145785138,1.0292247145785138,e12,delete_two,available,1,2,False,False,-2.5971884056580468,True,False,False,0,False,0.0,0.0,1.0,0.4999999548449679,0.0,-0.015499980657390444,False,False,False,True,0.0,0.16500002145767212,0.0,0.0,0.41250001639127665,0.4589999880754587,4.999671578407288,4.999671578407288
172,e12_query_a_delete_two,e12_reference_a,e12_distractor_4,all_12_equal,1.0292247145785138,1.0292247145785138,e12,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,0.0,0.0,1.0,0.33333331326442955,0.0,0.08933333824780659,False,False,False,True,0.0,0.33000001311302185,0.0,1.3877787807814457e-17,0.38500001695420966,0.4456666991164788,4.76837158203125e-07,4.76837158203125e-07
173,e12_query_a_delete_two,e12_reference_a,e12_distractor_5,all_12_equal,1.0292247145785138,1.0292247145785138,e12,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,0.0,2.9998560547828674,1.0,1.0,0.0,0.0,False,False,True,True,0.00032508373260498047,0.0,0.00016254186630249023,0.0,0.0,0.0009999871253967285,5.999876081943512,6.0000386238098145
180,e12_query_a_merged,e12_reference_a,e12_reference_b,all_12_equal,0.19532896675543743,0.19532896675543743,e12,merged,available,2,2,False,False,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,1.4999999548449678,0.0,-0.3144999756506003,False,False,False,True,0.0,0.16499999165534973,0.0,0.0,0.4124999716877944,0.36699998044606424,0.0,0.0
181,e12_query_a_merged,e12_reference_a,e12_distractor_0,all_12_equal,0.19532896675543743,0.19532896675543743,e12,merged,available,2,2,False,False,-3.431084153481123,True,False,False,0,False,0.0,-7.152557373046875e-07,1.0,3.0000001806201446,0.0,-0.2680000308788202,False,False,False,True,1.430511474609375e-06,0.33000001311302185,7.152557373046875e-07,0.0,1.1550001204013878,1.3360001907204233,2.9996942281723022,2.999693512916565
182,e12_query_a_merged,e12_reference_a,e12_distractor_2,all_12_equal,0.19532896675543743,0.19532896675543743,e12,merged,available,2,1,False,False,-3.431084153481123,True,False,False,0,False,0.0,4.999834775924683,1.0,3.0000001806201446,0.0,-0.2680000308788202,False,False,False,True,0.0003266334533691406,0.33000001311302185,0.0001633167266845703,0.0,1.1550001204013878,1.3360001907204233,12.999526262283325,12.99968957901001
183,e12_query_a_merged,e12_reference_a,e12_distractor_3,all_12_equal,0.19532896675543743,0.19532896675543743,e12,merged,available,2,2,False,False,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,2.9999996387597756,0.0,-1.2579997889923593,False,False,False,True,0.0,0.32999998331069946,0.0,0.0,1.15499982237818,0.9729998738476864,0.0,0.0
184,e12_query_a_merged,e12_reference_a,e12_distractor_4,all_12_equal,0.19532896675543743,0.19532896675543743,e12,merged,available,2,2,False,False,-3.431084153481123,True,False,False,0,False,0.0,-2.384185791015625e-07,1.0,1.5000000903100723,0.0,-0.06700001377048004,False,False,False,True,4.76837158203125e-07,0.16500002145767212,2.384185791015625e-07,0.0,0.41250006854534416,0.45700009989016466,2.9996936321258545,2.9996933937072754
202,e12_query_b_merged,e12_reference_b,e12_reference_a,all_12_equal,0.19532896675543743,0.19532896675543743,e12,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,1.4999999548449678,0.0,-0.3144999756506003,False,False,False,True,0.0,0.16499999165534973,0.0,0.0,0.4124999716877944,0.36699998044606424,0.0,0.0
203,e12_query_b_merged,e12_reference_b,e12_distractor_2,all_12_equal,0.19532896675543743,0.19532896675543743,e12,merged,available,1,2,False,False,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,1.5000000903100723,0.0,-0.06700001377048004,False,False,False,True,0.0,0.16500002145767212,0.0,0.0,0.41250006854534416,0.45700009989016466,7.999691486358643,7.999691486358643
204,e12_query_b_merged,e12_reference_b,e12_distractor_3,all_12_equal,0.19532896675543743,0.19532896675543743,e12,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,True,0.0,0.0,1.0,1.0,0.0,0.0,True,False,True,True,0.0,0.0,0.0,0.0,0.0,0.0010000169277191162,7.999691486358643,7.999691486358643
258,e14_query_a_merged,e14_reference_a,e14_distractor_0,all_12_equal,1.913694953541511,1.913694953541511,e14,merged,available,1,1,True,True,-1.7127181666950495,True,False,False,0,True,0.0,0.0,1.0,1.0,0.0,0.0,False,False,True,True,4.76837158203125e-07,0.0,4.76837158203125e-07,0.0,0.001000046730041504,0.0,11.001012712717056,11.001012712717056
326,e16_query_a_delete_two,e16_reference_a,e16_reference_b,all_12_equal,1.0292247145785138,1.0292247145785138,e16,delete_two,available,2,2,False,False,-2.5971884056580468,True,False,False,0,False,0.0,-3.0000252723693848,1.0,0.49696969094902604,0.0,-0.014593931767675719,False,False,False,True,0.00010204315185546875,0.16600000858306885,5.1021575927734375e-05,1.3877787807814457e-17,0.4130000099088206,0.4587757783465915,7.999989032745361,7.999938011169434
327,e16_query_a_delete_two,e16_reference_a,e16_distractor_1,all_12_equal,1.0292247145785138,1.0292247145785138,e16,delete_two,available,2,4,False,False,-2.5971884056580468,True,False,False,0,False,0.0,0.0,1.0,0.9999998182785601,0.0,-0.3299998989919538,False,False,False,True,0.0,2.9802322387695312e-08,0.0,5.551115123125783e-17,0.6599999664396853,0.6609999401176953,1.999887466430664,1.999887466430664
328,e16_query_a_delete_two,e16_reference_a,e16_distractor_3,all_12_equal,1.0292247145785138,1.0292247145785138,e16,delete_two,available,2,2,False,False,-2.5971884056580468,True,False,False,0,False,0.0,-3.0000252723693848,1.0,0.3313131372729876,0.0,0.08960404183740285,False,False,False,True,0.00010204315185546875,0.3310000002384186,5.1021575927734375e-05,1.3877787807814457e-17,0.3856666749976702,0.4465171932165823,7.999989032745361,7.999938011169434
329,e16_query_a_delete_two,e16_reference_a,e16_distractor_5,all_12_equal,1.0292247145785138,1.0292247145785138,e16,delete_two,available,2,2,False,False,-2.5971884056580468,True,False,False,0,False,0.0,0.0,1.0,0.331983802981318,0.0,0.08951417263024801,False,False,False,True,0.0,0.33000001311302185,0.0,1.3877787807814457e-17,0.3854453553251141,0.4459028634219952,1.999887466430664,1.999887466430664
336,e16_query_a_merged,e16_reference_a,e16_reference_b,all_12_equal,0.19532896675543743,0.19532896675543743,e16,merged,available,1,2,False,False,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,2.9999996387597756,0.0,-1.2579997889923593,False,False,False,True,0.0,0.32999998331069946,0.0,0.0,1.156999840971216,0.9709998850569727,0.0,0.0
337,e16_query_a_merged,e16_reference_a,e16_distractor_3,all_12_equal,0.19532896675543743,0.19532896675543743,e16,merged,available,1,2,False,False,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,2.9999996387597756,0.0,-1.2579997889923593,False,False,False,True,0.0,0.32999998331069946,0.0,0.0,1.1539998352527834,0.9709998850569727,4.999963760375977,4.999963760375977
338,e16_query_a_merged,e16_reference_a,e16_distractor_5,all_12_equal,0.19532896675543743,0.19532896675543743,e16,merged,available,1,2,False,False,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,3.0000001806201446,0.0,-0.2680000308788202,False,False,False,True,0.0,0.33000001311302185,0.0,0.0,1.1520001588445798,1.3390001522772317,4.999963760375977,4.999963760375977
349,e16_query_b_delete_two,e16_reference_b,e16_reference_a,all_12_equal,1.0292247145785138,1.0292247145785138,e16,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,0.0,0.0,1.0,1.0000000897660428,0.0,-0.16500003330679242,False,False,False,True,0.0,1.4901161193847656e-08,0.0,0.0,0.49500000458884186,0.4950000262224552,0.0,0.0
350,e16_query_b_delete_two,e16_reference_b,e16_distractor_0,all_12_equal,1.0292247145785138,1.0292247145785138,e16,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,0.0,0.0,1.0,1.0000000897660428,0.0,-0.16500003330679242,False,False,False,True,0.0,1.4901161193847656e-08,0.0,0.0,0.49500000458884186,0.4950000262224552,1.000086784362793,1.000086784362793
351,e16_query_b_delete_two,e16_reference_b,e16_distractor_2,all_12_equal,1.0292247145785138,1.0292247145785138,e16,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,0.0,0.0,1.0,0.5015105545689976,0.0,-0.016450147896050427,False,False,False,True,0.0,0.16500000655651093,0.0,0.0,0.41324771855839226,0.4586102832598192,1.000086784362793,1.000086784362793
358,e16_query_b_merged,e16_reference_b,e16_reference_a,all_12_equal,0.19532896675543743,0.19532896675543743,e16,merged,available,2,2,False,False,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,1.4984894454310023,0.0,-0.31354986521697137,False,False,False,True,0.0,0.16500000655651093,0.0,0.0,0.4117522695206788,0.3673897515492933,2.999974250793457,2.999974250793457
359,e16_query_b_merged,e16_reference_b,e16_distractor_2,all_12_equal,0.19532896675543743,0.19532896675543743,e16,merged,available,2,3,False,False,-3.431084153481123,True,False,False,0,False,0.0,-1.9999384880065918,1.0,3.006060256314389,0.0,-1.2618119174833398,False,False,False,True,0.00010204315185546875,0.3309999853372574,5.1021575927734375e-05,2.220446049250313e-16,1.1579998280966128,0.976448380352722,3.9999279975891113,3.999979019165039
360,e16_query_b_merged,e16_reference_b,e16_distractor_3,all_12_equal,0.19532896675543743,0.19532896675543743,e16,merged,available,2,2,False,False,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,1.4984894454310023,0.0,-0.31354986521697137,False,False,False,True,0.0,0.16500000655651093,0.0,0.0,0.4117522695206788,0.3658912590670867,0.0,0.0
361,e16_query_b_merged,e16_reference_b,e16_distractor_5,all_12_equal,0.19532896675543743,0.19532896675543743,e16,merged,available,2,2,False,False,-3.431084153481123,True,False,False,0,False,0.0,-1.9999384880065918,1.0,1.5030303996347139,0.0,-0.0684060772566547,False,False,False,True,0.00010204315185546875,0.16600002348423004,5.1021575927734375e-05,1.3877787807814457e-17,0.4114970586002188,0.46027885737854124,3.9999279975891113,3.999979019165039
480,e20_query_a_delete_two,e20_reference_a,e20_reference_b,all_12_equal,1.0292247145785138,1.0292247145785138,e20,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,0.0,0.0,1.0,0.5015105771463086,0.0,0.06629909389321123,False,False,False,True,0.0,0.16499999165534973,0.0,1.3877787807814457e-17,0.24774923269956028,0.29361026340527235,0.0,0.0
481,e20_query_a_delete_two,e20_reference_a,e20_distractor_0,all_12_equal,1.0292247145785138,1.0292247145785138,e20,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,0.0,0.0,1.0,0.3346774020318514,0.0,0.08848790640220272,False,False,False,True,0.0,0.33000001311302185,0.0,1.3877787807814457e-17,0.3852217916296753,0.4464314757187535,8.000064373016357,8.000064373016357
482,e20_query_a_delete_two,e20_reference_a,e20_distractor_4,all_12_equal,1.0292247145785138,1.0292247145785138,e20,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,0.0,0.0,1.0,0.9999999102339734,0.0,-0.32999995665019033,False,False,False,True,0.0,1.4901161193847656e-08,0.0,5.551115123125783e-17,0.6599999966032537,0.6600000048617288,0.0,0.0
483,e20_query_a_delete_two,e20_reference_a,e20_distractor_5,all_12_equal,1.0292247145785138,1.0292247145785138,e20,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,True,0.0,0.0,1.0,1.0,0.0,0.0,True,False,True,True,0.0,0.0,0.0,0.0,0.0,0.0,8.000064373016357,8.000064373016357
490,e20_query_a_merged,e20_reference_a,e20_reference_b,all_12_equal,0.19532896675543743,0.19532896675543743,e20,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,True,0.0,0.0,1.0,1.0,0.0,0.0,True,False,True,True,0.0,0.0,0.0,0.0,0.0,0.0010000169277191162,3.999967575073242,3.999967575073242
491,e20_query_a_merged,e20_reference_a,e20_distractor_0,all_12_equal,0.19532896675543743,0.19532896675543743,e20,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,2.98795196188606,0.0,-0.2643976135376518,False,False,False,True,0.0,0.33000001311302185,0.0,5.551115123125783e-17,1.1510242080611512,1.3309278902283486,3.999967575073242,3.999967575073242
492,e20_query_a_merged,e20_reference_a,e20_distractor_1,all_12_equal,0.19532896675543743,0.19532896675543743,e20,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,2.9879516936694843,0.0,-1.2504216314329026,False,False,False,True,0.0,0.32999999821186066,0.0,0.0,1.1490360895010368,0.9681325038617339,0.0,0.0
493,e20_query_a_merged,e20_reference_a,e20_distractor_2,all_12_equal,0.19532896675543743,0.19532896675543743,e20,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,2.9879522301026835,0.0,-0.7574097867679472,False,False,False,True,0.0,0.33000002801418304,0.0,0.0,0.6580122035391143,0.8409038238754327,0.0,0.0
494,e20_query_a_merged,e20_reference_a,e20_distractor_5,all_12_equal,0.19532896675543743,0.19532896675543743,e20,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,1.498489512890923,0.0,-0.06629910586816314,False,False,False,True,0.0,0.16500002145767212,0.0,1.3877787807814457e-17,0.41225082323877105,0.458111862227909,0.0,0.0
505,e20_query_b_delete_two,e20_reference_b,e20_reference_a,all_12_equal,1.0292247145785138,1.0292247145785138,e20,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,0.0,0.0,1.0,0.5015105771463086,0.0,0.06629909389321123,False,False,False,True,0.0,0.16499999165534973,0.0,1.3877787807814457e-17,0.24774923269956028,0.29311179534645215,0.0,0.0
506,e20_query_b_delete_two,e20_reference_b,e20_distractor_0,all_12_equal,1.0292247145785138,1.0292247145785138,e20,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,0.0,0.0,1.0,0.5015105771463086,0.0,0.06629909389321123,False,False,False,True,0.0,0.16499999165534973,0.0,1.3877787807814457e-17,0.24774923269956028,0.2936132919487401,4.000096797943115,4.000096797943115
507,e20_query_b_delete_two,e20_reference_b,e20_distractor_2,all_12_equal,1.0292247145785138,1.0292247145785138,e20,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,0.0,0.0,1.0,0.5015105545689976,0.0,-0.016450147896050427,False,False,False,True,0.0,0.16500000655651093,0.0,0.0,0.41324771855839226,0.45861029816098037,0.0,0.0
508,e20_query_b_delete_two,e20_reference_b,e20_distractor_3,all_12_equal,1.0292247145785138,1.0292247145785138,e20,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,0.0,0.0,1.0,0.9999999102339734,0.0,-0.32999995665019033,False,False,False,True,0.0,1.4901161193847656e-08,0.0,5.551115123125783e-17,0.6599999966032537,0.6600000048617288,0.0,0.0
509,e20_query_b_delete_two,e20_reference_b,e20_distractor_5,all_12_equal,1.0292247145785138,1.0292247145785138,e20,delete_two,available,1,1,True,True,-2.5971884056580468,True,False,False,0,False,0.0,0.0,1.0,0.3346774020318514,0.0,0.08848790640220272,False,False,False,True,0.0,0.33000001311302185,0.0,1.3877787807814457e-17,0.3852217916296753,0.4464314757187535,0.0,0.0
516,e20_query_b_merged,e20_reference_b,e20_reference_a,all_12_equal,0.19532896675543743,0.19532896675543743,e20,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,True,0.0,0.0,1.0,1.0,0.0,0.0,True,False,True,True,0.0,0.0,0.0,0.0,0.0,0.0010000169277191162,3.999967575073242,3.999967575073242
517,e20_query_b_merged,e20_reference_b,e20_distractor_0,all_12_equal,0.19532896675543743,0.19532896675543743,e20,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,2.98795196188606,0.0,-0.2643976135376518,False,False,False,True,0.0,0.33000001311302185,0.0,5.551115123125783e-17,1.1510242080611512,1.3319278773537453,0.0,0.0
518,e20_query_b_merged,e20_reference_b,e20_distractor_1,all_12_equal,0.19532896675543743,0.19532896675543743,e20,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,2.9879516936694843,0.0,-1.2504216314329026,False,False,False,True,0.0,0.32999999821186066,0.0,0.0,1.1490360895010368,0.969132520789453,3.999967575073242,3.999967575073242
519,e20_query_b_merged,e20_reference_b,e20_distractor_2,all_12_equal,0.19532896675543743,0.19532896675543743,e20,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,2.9879522301026835,0.0,-0.7574097867679472,False,False,False,True,0.0,0.33000002801418304,0.0,0.0,0.6580122035391143,0.8419038110008294,3.999967575073242,3.999967575073242
520,e20_query_b_merged,e20_reference_b,e20_distractor_5,all_12_equal,0.19532896675543743,0.19532896675543743,e20,merged,available,1,1,True,True,-3.431084153481123,True,False,False,0,False,0.0,0.0,1.0,1.498489512890923,0.0,-0.06629910586816314,False,False,False,True,0.0,0.16500002145767212,0.0,1.3877787807814457e-17,0.41225082323877105,0.45911184935330573,3.999967575073242,3.999967575073242
538,e21_query_a_merged,e21_reference_a,e21_distractor_3,all_12_equal,1.473380223040727,1.473380223040727,e21,merged,available,1,1,True,True,-2.1530328971958337,True,False,False,0,True,0.0,0.0,1.0,1.0,0.0,0.0,True,False,True,True,0.0,0.0,0.0,0.0,0.0009999871253967285,0.0009999871253967285,15.999728441238403,15.999728441238403
