query_id,reference_id,path_index,used_for_support,role,matched_pairs,missing_reference,inserted_query,cost,global_pitch_shift,timing_scale,timing_offset_s,pitch_residuals,timing_residuals_s,matched_reference_pitch_intervals,matched_reference_onset_intervals_s,matched_query_pitch_intervals,matched_query_onset_intervals_s,mean_pitch_loss,mean_timing_loss,acoustic_signature_sha256
e08_query_a_merged,e08_distractor_3,0,True,maximum_candidate,"[[1,0],[3,2]]","[0,2]",[],0.35,0.0,1.4999999548449678,-0.3144999756506003,"[0.0,0.0]","[0.0,0.0]",[2.0001535415649414],[0.33000001311302185],[2.0001535415649414],[0.4950000047683716],0.0,0.0,3e263c2ab5a7f5b44e26d1652b86816856bf6cabf200a072d508091cc1db4d3f
e08_query_a_merged,e08_distractor_3,1,False,maximum_candidate,"[[0,0],[1,2]]","[2,3]",[],0.35,2.000075340270996,3.0000001806201446,-0.2680000308788202,"[-7.82012939453125e-05,7.82012939453125e-05]","[0.0,0.0]",[1.9999971389770508],[0.16499999165534973],[2.0001535415649414],[0.4950000047683716],0.0,0.0,6139af1124e73d3f41d9ec6312531dec6b1a717c9dfa3cdc87f779324d6d6f9c
e08_query_a_merged,e08_distractor_4,0,True,maximum_candidate,"[[0,0],[3,2]]","[1,2]",[],0.35,2.0000754594802856,1.0,0.0,"[-7.808208465576172e-05,7.808208465576172e-05]","[0.0,0.0]",[1.9999973773956299],[0.4950000047683716],[2.0001535415649414],[0.4950000047683716],0.0,0.0,c78ddda1e0bdcfcd763715a4e88f0d24364dba86d4da7cd7bb8690db6cf7aa0c
e08_query_a_merged,e08_reference_a,0,True,true_source,"[[0,0],[3,2]]","[1,2]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[2.0001535415649414],[0.4950000047683716],[2.0001535415649414],[0.4950000047683716],0.0,0.0,faf5c69932dc5f0fac3995edbd5fe009633c7458d026d617ad8ba69bbdbc60b4
e08_query_a_merged,e08_reference_b,0,True,maximum_candidate,"[[0,0],[2,2]]","[1,3]",[],0.35,0.0,1.5000000903100723,-0.06700001377048004,"[0.0,0.0]","[0.0,0.0]",[2.0001535415649414],[0.32999998331069946],[2.0001535415649414],[0.4950000047683716],0.0,0.0,90538f2bf7edc7f66311e0ed27b421024dd3de049945e3edeb20a694c9227cce
e08_query_b_delete_two,e08_distractor_0,0,True,maximum_candidate,"[[0,0],[1,1]]","[2,3]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[-1.9999971389770508],[0.16499999165534973],[-1.9999971389770508],[0.16499999165534973],0.0,0.0,fc6c5c3a10dabdf4996608234317a084daa332186dbd498aca6df367928c7604
e08_query_b_delete_two,e08_distractor_1,0,True,maximum_candidate,"[[0,0],[2,1]]","[1,3]",[],0.35,-2.000075101852417,0.5,0.06700000166893005,"[-7.796287536621094e-05,7.796287536621094e-05]","[0.0,0.0]",[-2.000153064727783],[0.32999998331069946],[-1.9999971389770508],[0.16499999165534973],0.0,0.0,abebfeaa7d08f73eb5606976bc9803b9819cf485d3bace8306950df051041082
e08_query_b_delete_two,e08_distractor_4,0,True,maximum_candidate,"[[1,0],[3,1]]","[0,2]",[],0.35,-2.000075340270996,0.4999999548449679,-0.015499980657390444,"[-7.82012939453125e-05,7.82012939453125e-05]","[0.0,0.0]",[-2.0001535415649414],[0.33000001311302185],[-1.9999971389770508],[0.16499999165534973],0.0,0.0,926a537c181054c2ed1e0d433eb662370df7c85ad7f70a79e204fd4cdf5f458b
e08_query_b_delete_two,e08_distractor_5,0,True,maximum_candidate,"[[2,0],[3,1]]","[0,1]",[],0.35,0.0,0.9999998193798878,-0.3299998995029698,"[0.0,0.0]","[0.0,0.0]",[-1.9999971389770508],[0.16500002145767212],[-1.9999971389770508],[0.16499999165534973],0.0,0.0,04e0396868108952f4fa3741fc3b368ba95671f9d3066e090c0106181b187e4d
e08_query_b_delete_two,e08_distractor_5,1,False,maximum_candidate,"[[1,0],[2,1]]","[0,3]",[],0.35,-2.000075340270996,1.0,-0.16499999165534973,"[-7.82012939453125e-05,7.82012939453125e-05]","[0.0,0.0]",[-2.0001535415649414],[0.16499999165534973],[-1.9999971389770508],[0.16499999165534973],0.0,0.0,503f78e08f2633122ac4e764fd049b146a57d9ffe8cfb051cc218ac86962cee0
e08_query_b_delete_two,e08_reference_a,0,True,maximum_candidate,"[[0,0],[2,1]]","[1,3]",[],0.35,1.1920928955078125e-07,0.5,0.06700000166893005,"[-1.1920928955078125e-07,1.1920928955078125e-07]","[0.0,0.0]",[-1.9999973773956299],[0.32999998331069946],[-1.9999971389770508],[0.16499999165534973],0.0,0.0,3b05ac065db7039de15e952643a9ddf93e9779e29445d802ce8ac51b46ee51fa
e08_query_b_delete_two,e08_reference_b,0,True,true_source,"[[0,0],[1,1]]","[2,3]",[],0.35,1.1920928955078125e-07,1.0,0.0,"[-1.1920928955078125e-07,1.1920928955078125e-07]","[0.0,0.0]",[-1.9999973773956299],[0.16499999165534973],[-1.9999971389770508],[0.16499999165534973],0.0,0.0,52de0aef5ba391c81efab761d4a1f4d5b9467ddb5d2262d6c5b9fbc030787ee0
e08_query_b_merged,e08_distractor_0,0,True,maximum_candidate,"[[0,0],[2,2]]","[1,3]",[],0.35,0.0,1.5000000903100723,-0.06700001377048004,"[0.0,0.0]","[0.0,0.0]",[6.000065803527832],[0.32999998331069946],[6.000065803527832],[0.4950000047683716],0.0,0.0,6813240082451c42a2cbf390caf45801ae659126faadb11e9b98723e66234f45
e08_query_b_merged,e08_distractor_1,0,True,maximum_candidate,"[[2,0],[3,2]]","[0,1]",[],0.35,0.0,2.9999996387597756,-1.2579997889923593,"[0.0,0.0]","[0.0,0.0]",[6.000065803527832],[0.16500002145767212],[6.000065803527832],[0.4950000047683716],0.0,0.0,8582759877dcf8a57391211d92d83cce1059b2d323d404cd6ac1fbe1bf1db628
e08_query_b_merged,e08_distractor_2,0,True,maximum_candidate,"[[1,0],[3,2]]","[0,2]",[],0.35,0.0,1.4999999548449678,-0.3144999756506003,"[0.0,0.0]","[0.0,0.0]",[6.000065803527832],[0.33000001311302185],[6.000065803527832],[0.4950000047683716],0.0,0.0,4ec787341b2f13e552764a977f06efeb46db7a421a4cd350db4cb1cbd7985b74
e08_query_b_merged,e08_distractor_3,0,True,maximum_candidate,"[[1,0],[2,2]]","[0,3]",[],0.35,0.0,3.0000001806201446,-0.7630000356471918,"[0.0,0.0]","[0.0,0.0]",[6.000065803527832],[0.16499999165534973],[6.000065803527832],[0.4950000047683716],0.0,0.0,b26df34e85b9037251c2f0dfd0f2521a6488ab790a45d3d399347425f0d13b69
e08_query_b_merged,e08_reference_a,0,True,maximum_candidate,"[[0,0],[1,2]]","[2,3]",[],0.35,0.0,3.0000001806201446,-0.2680000308788202,"[0.0,0.0]","[0.0,0.0]",[6.000065803527832],[0.16499999165534973],[6.000065803527832],[0.4950000047683716],0.0,0.0,8f65a027401a10d6be251fff448184bf5f0291f35d3a9731d212d690f38fb499
e08_query_b_merged,e08_reference_b,0,True,true_source,"[[0,0],[3,2]]","[1,2]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[6.000065803527832],[0.4950000047683716],[6.000065803527832],[0.4950000047683716],0.0,0.0,8f9ef7c27fa1b1e706a4eafc7b5c4f7462ff8d2f4e41dec57d3db2dac8986551
e12_query_a_delete_two,e12_distractor_0,0,True,maximum_candidate,"[[0,0],[3,1]]","[1,2]",[],0.35,0.0,0.33333331326442955,0.08933333824780659,"[0.0,0.0]","[-1.3877787807814457e-17,0.0]",[-4.999998092651367],[0.4950000047683716],[-4.999998092651367],[0.16499999165534973],0.0,0.0,d7c882518dd71b919efaf14bf68a19c378818d596c52a12f18eeaa8521fc818e
e12_query_a_delete_two,e12_distractor_0,1,False,maximum_candidate,"[[1,0],[2,1]]","[0,3]",[],0.35,2.9998560547828674,1.0,-0.16499999165534973,"[0.00016254186630249023,-0.00016254186630249023]","[0.0,0.0]",[-4.999673008918762],[0.16499999165534973],[-4.999998092651367],[0.16499999165534973],0.0,0.0,854027d4dd80b268d15d33d068378e0d097325075c86bd5d6c62a2c74b9fd1b8
e12_query_a_delete_two,e12_distractor_1,0,True,maximum_candidate,"[[1,0],[3,1]]","[0,2]",[],0.35,0.0,0.4999999548449679,-0.015499980657390444,"[0.0,0.0]","[0.0,0.0]",[-4.999998092651367],[0.33000001311302185],[-4.999998092651367],[0.16499999165534973],0.0,0.0,be234cbb08d65f8e0af5e664d35cfdce2e06f0cc1d803400bd342f11a4188302
e12_query_a_delete_two,e12_distractor_1,1,False,maximum_candidate,"[[0,0],[2,1]]","[1,3]",[],0.35,2.9998567700386047,0.5,0.06700000166893005,"[0.00016325712203979492,-0.00016325712203979492]","[0.0,0.0]",[-4.999671578407288],[0.32999998331069946],[-4.999998092651367],[0.16499999165534973],0.0,0.0,bb7b78481eadd1d07b43a28710a82f9da802821014b8af7e0e7bfd8ce3591961
e12_query_a_delete_two,e12_distractor_4,0,True,maximum_candidate,"[[0,0],[3,1]]","[1,2]",[],0.35,0.0,0.33333331326442955,0.08933333824780659,"[0.0,0.0]","[-1.3877787807814457e-17,0.0]",[-4.999998092651367],[0.4950000047683716],[-4.999998092651367],[0.16499999165534973],0.0,0.0,920060eb0152dd5844a083a012b8313c1dc0aa58f7b09ef87256416200b0bcbf
e12_query_a_delete_two,e12_distractor_5,0,True,maximum_candidate,"[[0,0],[1,1]]","[2,3]",[],0.35,2.9998560547828674,1.0,0.0,"[0.00016254186630249023,-0.00016254186630249023]","[0.0,0.0]",[-4.999673008918762],[0.16499999165534973],[-4.999998092651367],[0.16499999165534973],0.0,0.0,7fa976b0b5ef35556af97b91e0d9264cf63dc9d1732502339a5252dd02e55423
e12_query_a_delete_two,e12_reference_a,0,True,true_source,"[[0,0],[1,1]]","[2,3]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[-4.999998092651367],[0.16499999165534973],[-4.999998092651367],[0.16499999165534973],0.0,0.0,ad9c1ac264103974a4f300542aa8f3f69282f8ab507f54417cebbe3f51e8466e
e12_query_a_merged,e12_distractor_0,0,True,maximum_candidate,"[[0,0],[1,2]]","[2,3]",[],0.35,-7.152557373046875e-07,3.0000001806201446,-0.2680000308788202,"[7.152557373046875e-07,-7.152557373046875e-07]","[0.0,0.0]",[-3.00001859664917],[0.16499999165534973],[-3.0000200271606445],[0.4950000047683716],0.0,0.0,280cb2e4ccaf6236b75b8ab640190a655c479bc8f73ca70e3f7b72ca02dc5843
e12_query_a_merged,e12_distractor_0,1,False,maximum_candidate,"[[1,0],[3,2]]","[0,2]",[],0.4625050663948059,2.4999983310699463,1.4999999548449678,-0.3144999756506003,"[0.5000202655792236,-0.5000202655792236]","[0.0,0.0]",[-1.9999794960021973],[0.33000001311302185],[-3.0000200271606445],[0.4950000047683716],0.22501013278961182,0.0,fcbc3503822c04e715d6bf66bd2cbc9221f2637696825932af2570320242f220
e12_query_a_merged,e12_distractor_2,0,True,maximum_candidate,"[[0,0],[1,2]]","[2,3]",[],0.35,4.999834775924683,3.0000001806201446,-0.2680000308788202,"[0.0001633167266845703,-0.0001633167266845703]","[0.0,0.0]",[-2.9996933937072754],[0.16499999165534973],[-3.0000200271606445],[0.4950000047683716],0.0,0.0,72281a629a16bcbf63ad2ce27d97dc6bc3195b6e294e119f88d94c408d413b29
e12_query_a_merged,e12_distractor_3,0,True,maximum_candidate,"[[2,0],[3,2]]","[0,1]",[],0.35,0.0,2.9999996387597756,-1.2579997889923593,"[0.0,0.0]","[0.0,0.0]",[-3.0000200271606445],[0.16500002145767212],[-3.0000200271606445],[0.4950000047683716],0.0,0.0,6c41113d3dceba9260f8bbd68dee34a28f3cd45ca339dbaacafb49274b7f6f05
e12_query_a_merged,e12_distractor_3,1,False,maximum_candidate,"[[0,0],[1,2]]","[2,3]",[],0.35,4.999834775924683,3.0000001806201446,-0.2680000308788202,"[0.0001633167266845703,-0.0001633167266845703]","[0.0,0.0]",[-2.9996933937072754],[0.16499999165534973],[-3.0000200271606445],[0.4950000047683716],0.0,0.0,be333df5d71e5fecaf67d56bff87b2736b06b558d4639868f493634c67d949e9
e12_query_a_merged,e12_distractor_4,0,True,maximum_candidate,"[[0,0],[2,2]]","[1,3]",[],0.35,-2.384185791015625e-07,1.5000000903100723,-0.06700001377048004,"[2.384185791015625e-07,-2.384185791015625e-07]","[0.0,0.0]",[-3.0000195503234863],[0.32999998331069946],[-3.0000200271606445],[0.4950000047683716],0.0,0.0,25d3e5f0bd1e3a7c3593810e641b816fcbd2a64df36115c51ede73d9aa590d2d
e12_query_a_merged,e12_distractor_4,1,False,maximum_candidate,"[[2,0],[3,2]]","[0,1]",[],0.4625051856040954,2.4999988079071045,2.9999996387597756,-1.2579997889923593,"[0.5000207424163818,-0.5000207424163818]","[0.0,0.0]",[-1.9999785423278809],[0.16500002145767212],[-3.0000200271606445],[0.4950000047683716],0.22501037120819092,0.0,9677e21998681b1521ee6b3f899a22e1251015781b566f8db54aed4742d35ca3
e12_query_a_merged,e12_reference_a,0,True,true_source,"[[0,0],[3,2]]","[1,2]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[-3.0000200271606445],[0.4950000047683716],[-3.0000200271606445],[0.4950000047683716],0.0,0.0,35f82d80d4c4e8257175dd7ca75c1d826ec1cbe4b58da4ff448f2d5440543605
e12_query_a_merged,e12_reference_a,1,False,true_source,"[[1,0],[2,2]]","[0,3]",[],0.35,4.999834775924683,3.0000001806201446,-0.7630000356471918,"[0.0001633167266845703,-0.0001633167266845703]","[0.0,0.0]",[-2.9996933937072754],[0.16499999165534973],[-3.0000200271606445],[0.4950000047683716],0.0,0.0,2e3df59789c95e20544e8a8a9a5c37f484cd6128ef1879c16900043678b678f8
e12_query_a_merged,e12_reference_b,0,True,maximum_candidate,"[[1,0],[3,2]]","[0,2]",[],0.35,0.0,1.4999999548449678,-0.3144999756506003,"[0.0,0.0]","[0.0,0.0]",[-3.0000200271606445],[0.33000001311302185],[-3.0000200271606445],[0.4950000047683716],0.0,0.0,4c7dbb81cadf0eebbfffc2bd0fd5bd1d5218f4b0956ec40694f4516a1f878d0e
e12_query_a_merged,e12_reference_b,1,False,maximum_candidate,"[[0,0],[2,2]]","[1,3]",[],0.35,4.999834775924683,1.5000000903100723,-0.06700001377048004,"[0.0001633167266845703,-0.0001633167266845703]","[0.0,0.0]",[-2.9996933937072754],[0.32999998331069946],[-3.0000200271606445],[0.4950000047683716],0.0,0.0,bff6ec7d17f82ad3321655ffa4411e606f972d3eff7cd2225176b589938a46d7
e12_query_b_merged,e12_distractor_2,0,True,maximum_candidate,"[[0,0],[2,2]]","[1,3]",[],0.35,0.0,1.5000000903100723,-0.06700001377048004,"[0.0,0.0]","[0.0,0.0]",[1.9999780654907227],[0.32999998331069946],[1.9999780654907227],[0.4950000047683716],0.0,0.0,5c5ae5e72582074cefd9ad0952ad4c4edba7e5845d6d7a2634c819e0160f3520
e12_query_b_merged,e12_distractor_2,1,False,maximum_candidate,"[[2,0],[3,2]]","[0,1]",[],0.4625052452087402,-2.4999990463256836,2.9999996387597756,-1.2579997889923593,"[0.5000209808349609,-0.5000209808349609]","[0.0,0.0]",[3.0000200271606445],[0.16500002145767212],[1.9999780654907227],[0.4950000047683716],0.22501049041748047,0.0,c849b38c028726b7ab6b2094976e17b83a60cec4d1e6ed34c5244b27ec033fd6
e12_query_b_merged,e12_distractor_3,0,True,maximum_candidate,"[[0,0],[3,2]]","[1,2]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[1.9999780654907227],[0.4950000047683716],[1.9999780654907227],[0.4950000047683716],0.0,0.0,479bc0f5e91d111aaf6e72af13039027a04045d25250d74342e060569988c178
e12_query_b_merged,e12_reference_a,0,True,maximum_candidate,"[[1,0],[3,2]]","[0,2]",[],0.35,0.0,1.4999999548449678,-0.3144999756506003,"[0.0,0.0]","[0.0,0.0]",[1.9999780654907227],[0.33000001311302185],[1.9999780654907227],[0.4950000047683716],0.0,0.0,ffdc33ec10be37c47bfbc946c4f8b56f3fefebadc572b4be63cf7072e1a5e594
e12_query_b_merged,e12_reference_b,0,True,true_source,"[[0,0],[3,2]]","[1,2]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[1.9999780654907227],[0.4950000047683716],[1.9999780654907227],[0.4950000047683716],0.0,0.0,b12d74cee93c8f4d8b06085f6106e8c59a50fc33b0153b4a05e5e5d6dac79192
e14_query_a_merged,e14_distractor_0,0,True,maximum_candidate,"[[0,0],[1,1],[2,2],[5,4],[6,5],[7,6]]","[3,4]",[],0.175,0.0,1.0,0.0,"[0.0,0.0,0.0,4.76837158203125e-07,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0]","[2.000195264816284,8.99988079071045,-7.9999308586120605,0.9999566078186035,-8.000443577766418]","[0.16499999165534973,0.16499999165534973,0.49400001764297485,0.16599994897842407,0.1640000343322754]","[2.000195264816284,8.99988079071045,-7.999930381774902,0.9999561309814453,-8.000443577766418]","[0.16499999165534973,0.16499999165534973,0.49400001764297485,0.16599994897842407,0.1640000343322754]",0.0,0.0,8ecf4bdf47947706c709228388571efbf559c1f7049880cbd6c813f413a285a4
e14_query_a_merged,e14_reference_a,0,True,true_source,"[[0,0],[1,1],[2,2],[5,4],[6,5],[7,6]]","[3,4]",[],0.175,0.0,1.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0]","[2.000195264816284,8.99988079071045,-7.999930381774902,0.9999561309814453,-8.000443577766418]","[0.16499999165534973,0.16499999165534973,0.49400001764297485,0.16599994897842407,0.1640000343322754]","[2.000195264816284,8.99988079071045,-7.999930381774902,0.9999561309814453,-8.000443577766418]","[0.16499999165534973,0.16499999165534973,0.49400001764297485,0.16599994897842407,0.1640000343322754]",0.0,0.0,4de597cf699b61172cd737f1683eee0ab00438e426ab0df8e02a2f5d4294ffb8
e16_query_a_delete_two,e16_distractor_1,0,True,maximum_candidate,"[[2,0],[3,1]]","[0,1]",[],0.35,0.0,0.9999998182785601,-0.3299998989919538,"[0.0,0.0]","[5.551115123125783e-17,0.0]",[-1.9999895095825195],[0.1640000343322754],[-1.9999895095825195],[0.164000004529953],0.0,0.0,55cab5b137e232af33ebfe8545b48d85931fbbd4f65c52d931967170f243da80
e16_query_a_delete_two,e16_distractor_1,1,False,maximum_candidate,"[[0,0],[2,1]]","[1,3]",[],0.4624878406524658,-1.5000381469726562,0.4969697358303948,0.06740605707777175,"[0.4999513626098633,-0.4999513626098633]","[0.0,0.0]",[-1.000086784362793],[0.32999998331069946],[-1.9999895095825195],[0.164000004529953],0.22497568130493165,0.0,f9c16137bf40099406afa286a24e12753e03452a9a814b9f8acdf283d4c95101
e16_query_a_delete_two,e16_distractor_1,2,False,maximum_candidate,"[[1,0],[2,1]]","[0,3]",[],0.46249809265136715,-2.4999818801879883,0.9939394716607896,-0.1631878937122696,"[-0.49999237060546875,0.49999237060546875]","[0.0,0.0]",[-2.999974250793457],[0.16499999165534973],[-1.9999895095825195],[0.164000004529953],0.22499618530273438,0.0,1496b36f807387e47f554ca2ad2b6b21dfa2381ef1d926ee27f0fd669f7e623a
e16_query_a_delete_two,e16_distractor_1,3,False,maximum_candidate,"[[0,0],[3,1]]","[1,2]",[],0.4625108480453491,-0.5000433921813965,0.331983802981318,0.08951417263024801,"[-0.5000433921813965,0.5000433921813965]","[-1.3877787807814457e-17,1.3877787807814457e-17]",[-3.0000762939453125],[0.49400001764297485],[-1.9999895095825195],[0.164000004529953],0.22502169609069825,0.0,e86b8305188096f8a04f41f867bf1164e041b0d588164b12c46351dca96ecfe2
e16_query_a_delete_two,e16_distractor_3,0,True,maximum_candidate,"[[0,0],[3,1]]","[1,2]",[],0.35,-3.0000252723693848,0.3313131372729876,0.08960404183740285,"[5.1021575927734375e-05,-5.1021575927734375e-05]","[1.3877787807814457e-17,-1.3877787807814457e-17]",[-1.999887466430664],[0.4950000047683716],[-1.9999895095825195],[0.164000004529953],0.0,0.0,52a36903ea40aef18b7dcf3d0064622bd20ffe5e1690c16bfa80b119b1ec84ca
e16_query_a_delete_two,e16_distractor_3,1,False,maximum_candidate,"[[0,0],[2,1]]","[1,3]",[],0.46249809265136715,-2.4999818801879883,0.4969697358303948,0.06740605707777175,"[-0.49999237060546875,0.49999237060546875]","[0.0,0.0]",[-2.999974250793457],[0.32999998331069946],[-1.9999895095825195],[0.164000004529953],0.22499618530273438,0.0,14779b20c678dc3678601e6fd9920f28e487578ef300c992f7c76fc737e9dd06
e16_query_a_delete_two,e16_distractor_5,0,True,maximum_candidate,"[[0,0],[3,1]]","[1,2]",[],0.35,0.0,0.331983802981318,0.08951417263024801,"[0.0,0.0]","[-1.3877787807814457e-17,1.3877787807814457e-17]",[-1.9999895095825195],[0.49400001764297485],[-1.9999895095825195],[0.164000004529953],0.0,0.0,7c0b61ae07378bc2cffc55d022e78e2dd0cdacd15b8ed1ea357f96169e5766ba
e16_query_a_delete_two,e16_distractor_5,1,False,maximum_candidate,"[[1,0],[3,1]]","[0,2]",[],0.4625108480453491,-0.5000433921813965,0.49848021755512456,-0.01504557921533628,"[-0.5000433921813965,0.5000433921813965]","[0.0,0.0]",[-3.0000762939453125],[0.3290000259876251],[-1.9999895095825195],[0.164000004529953],0.22502169609069825,0.0,407b50d32546935f198e57aa528f61a611c4832b66ff42de17bdb440781a216f
e16_query_a_delete_two,e16_reference_a,0,True,true_source,"[[0,0],[1,1]]","[2,3]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[-1.9999895095825195],[0.164000004529953],[-1.9999895095825195],[0.164000004529953],0.0,0.0,e9977258646a3360e0b77587b5130f04dbd99aab50c513985c057ce963df1e48
e16_query_a_delete_two,e16_reference_a,1,False,true_source,"[[2,0],[3,1]]","[0,1]",[],0.35,-3.0000252723693848,0.9939392921353307,-0.3271878149424121,"[5.1021575927734375e-05,-5.1021575927734375e-05]","[0.0,0.0]",[-1.999887466430664],[0.16500002145767212],[-1.9999895095825195],[0.164000004529953],0.0,0.0,5d7a6f3d46998828d280a6e1c4c6dffeb7dc88c84b56fbcd073d0c59d8c1ba33
e16_query_a_delete_two,e16_reference_b,0,True,maximum_candidate,"[[1,0],[3,1]]","[0,2]",[],0.35,-3.0000252723693848,0.49696969094902604,-0.014593931767675719,"[5.1021575927734375e-05,-5.1021575927734375e-05]","[-1.3877787807814457e-17,1.3877787807814457e-17]",[-1.999887466430664],[0.33000001311302185],[-1.9999895095825195],[0.164000004529953],0.0,0.0,c27c09b1df69e55eceb37db65b3b526da16c80f892bbe71b2790fd404190a17a
e16_query_a_delete_two,e16_reference_b,1,False,maximum_candidate,"[[1,0],[2,1]]","[0,3]",[],0.46249809265136715,-2.4999818801879883,0.9939394716607896,-0.1631878937122696,"[-0.49999237060546875,0.49999237060546875]","[0.0,0.0]",[-2.999974250793457],[0.16499999165534973],[-1.9999895095825195],[0.164000004529953],0.22499618530273438,0.0,615d6460fc800f163745a41ca45ff01eadeea64a18abb5b0010cfab3516ee9b2
e16_query_a_merged,e16_distractor_3,0,True,maximum_candidate,"[[2,0],[3,2]]","[0,1]",[],0.35,0.0,2.9999996387597756,-1.2579997889923593,"[0.0,0.0]","[0.0,0.0]",[1.000086784362793],[0.16500002145767212],[1.000086784362793],[0.4950000047683716],0.0,0.0,80dc361badb603ecdb5b707dbc5a4b70a2b1b113c6dfbd775e410340c4156635
