query_id,group_id,length,stage,family,source,delay_s,mode,method,accepted_present,accepted_absent,correct_singleton,source_covered,absent_false_accept,joint_best,joint_account_set
e08_query_a_legitimate_rest,e08,4,core,legitimate_rest,a,16,intact,count,[],[],false,false,false,,
e08_query_a_legitimate_rest,e08,4,core,legitimate_rest,a,16,intact,envelope,[],[],false,false,false,,
e08_query_b_exact,e08,4,core,exact,b,16,intact,accounts,"[""e08_reference_b""]",[],true,true,false,true,true
e08_query_b_exact,e08,4,core,exact,b,16,intact,old07,"[""e08_reference_b""]",[],true,true,false,,
e08_query_b_exact,e08,4,core,exact,b,16,intact,count,[],[],false,false,false,,
e08_query_b_exact,e08,4,core,exact,b,16,intact,envelope,"[""e08_reference_b"",""e08_distractor_1"",""e08_distractor_2""]","[""e08_distractor_1"",""e08_distractor_2""]",false,true,true,,
e08_query_b_transpose,e08,4,core,transpose,b,16,intact,accounts,"[""e08_reference_b""]",[],true,true,false,true,true
e08_query_b_transpose,e08,4,core,transpose,b,16,intact,old07,"[""e08_reference_b""]",[],true,true,false,,
e08_query_b_transpose,e08,4,core,transpose,b,16,intact,count,[],[],false,false,false,,
e08_query_b_transpose,e08,4,core,transpose,b,16,intact,envelope,[],[],false,false,false,,
e08_query_b_detune,e08,4,core,detune,b,16,intact,accounts,[],[],false,false,false,false,false
e08_query_b_detune,e08,4,core,detune,b,16,intact,old07,[],[],false,false,false,,
e08_query_b_detune,e08,4,core,detune,b,16,intact,count,[],[],false,false,false,,
e08_query_b_detune,e08,4,core,detune,b,16,intact,envelope,"[""e08_reference_b"",""e08_distractor_2""]","[""e08_distractor_2""]",false,true,true,,
e08_query_b_timing,e08,4,core,timing,b,16,intact,accounts,"[""e08_reference_b""]",[],true,true,false,true,true
e08_query_b_timing,e08,4,core,timing,b,16,intact,old07,"[""e08_reference_b""]",[],true,true,false,,
e08_query_b_timing,e08,4,core,timing,b,16,intact,count,[],[],false,false,false,,
e08_query_b_timing,e08,4,core,timing,b,16,intact,envelope,[],[],false,false,false,,
e08_query_b_delete_rest,e08,4,core,delete_rest,b,16,intact,accounts,[],[],false,false,false,false,false
e08_query_b_delete_rest,e08,4,core,delete_rest,b,16,intact,old07,[],[],false,false,false,,
e08_query_b_delete_rest,e08,4,core,delete_rest,b,16,intact,count,[],[],false,false,false,,
e08_query_b_delete_rest,e08,4,core,delete_rest,b,16,intact,envelope,[],[],false,false,false,,
e08_query_b_delete_closed,e08,4,core,delete_closed,b,16,intact,accounts,[],[],false,false,false,false,false
e08_query_b_delete_closed,e08,4,core,delete_closed,b,16,intact,old07,[],[],false,false,false,,
e08_query_b_delete_closed,e08,4,core,delete_closed,b,16,intact,count,[],[],false,false,false,,
e08_query_b_delete_closed,e08,4,core,delete_closed,b,16,intact,envelope,[],[],false,false,false,,
e08_query_b_delete_two,e08,4,core,delete_two,b,16,intact,accounts,[],[],false,false,false,false,false
e08_query_b_delete_two,e08,4,core,delete_two,b,16,intact,old07,[],[],false,false,false,,
e08_query_b_delete_two,e08,4,core,delete_two,b,16,intact,count,[],[],false,false,false,,
e08_query_b_delete_two,e08,4,core,delete_two,b,16,intact,envelope,[],[],false,false,false,,
e08_query_b_substitute,e08,4,core,substitute,b,16,intact,accounts,[],[],false,false,false,false,false
e08_query_b_substitute,e08,4,core,substitute,b,16,intact,old07,[],[],false,false,false,,
e08_query_b_substitute,e08,4,core,substitute,b,16,intact,count,[],[],false,false,false,,
e08_query_b_substitute,e08,4,core,substitute,b,16,intact,envelope,"[""e08_reference_b"",""e08_distractor_2""]","[""e08_distractor_2""]",false,true,true,,
e08_query_b_insert,e08,4,core,insert,b,16,intact,accounts,[],[],false,false,false,false,false
e08_query_b_insert,e08,4,core,insert,b,16,intact,old07,[],[],false,false,false,,
e08_query_b_insert,e08,4,core,insert,b,16,intact,count,[],[],false,false,false,,
e08_query_b_insert,e08,4,core,insert,b,16,intact,envelope,[],[],false,false,false,,
e08_query_b_delete_insert,e08,4,core,delete_insert,b,16,intact,accounts,[],[],false,false,false,false,false
e08_query_b_delete_insert,e08,4,core,delete_insert,b,16,intact,old07,[],[],false,false,false,,
e08_query_b_delete_insert,e08,4,core,delete_insert,b,16,intact,count,[],[],false,false,false,,
e08_query_b_delete_insert,e08,4,core,delete_insert,b,16,intact,envelope,[],[],false,false,false,,
e08_query_b_weak_present,e08,4,core,weak_present,b,16,intact,accounts,[],[],false,false,false,false,false
e08_query_b_weak_present,e08,4,core,weak_present,b,16,intact,old07,[],[],false,false,false,,
e08_query_b_weak_present,e08,4,core,weak_present,b,16,intact,count,[],[],false,false,false,,
e08_query_b_weak_present,e08,4,core,weak_present,b,16,intact,envelope,[],[],false,false,false,,
e08_query_b_mask_present,e08,4,core,mask_present,b,16,intact,accounts,[],[],false,false,false,false,false
e08_query_b_mask_present,e08,4,core,mask_present,b,16,intact,old07,[],[],false,false,false,,
e08_query_b_mask_present,e08,4,core,mask_present,b,16,intact,count,[],[],false,false,false,,
e08_query_b_mask_present,e08,4,core,mask_present,b,16,intact,envelope,[],[],false,false,false,,
e08_query_b_mask_absent,e08,4,core,mask_absent,b,16,intact,accounts,[],[],false,false,false,false,false
e08_query_b_mask_absent,e08,4,core,mask_absent,b,16,intact,old07,[],[],false,false,false,,
e08_query_b_mask_absent,e08,4,core,mask_absent,b,16,intact,count,[],[],false,false,false,,
e08_query_b_mask_absent,e08,4,core,mask_absent,b,16,intact,envelope,[],[],false,false,false,,
e08_query_b_merged,e08,4,core,merged,b,16,intact,accounts,[],[],false,false,false,false,false
e08_query_b_merged,e08,4,core,merged,b,16,intact,old07,[],[],false,false,false,,
e08_query_b_merged,e08,4,core,merged,b,16,intact,count,[],[],false,false,false,,
e08_query_b_merged,e08,4,core,merged,b,16,intact,envelope,[],[],false,false,false,,
e08_query_b_legitimate_rest,e08,4,core,legitimate_rest,b,16,intact,accounts,"[""e08_reference_b""]",[],true,true,false,true,true
e08_query_b_legitimate_rest,e08,4,core,legitimate_rest,b,16,intact,old07,[],[],false,false,false,,
e08_query_b_legitimate_rest,e08,4,core,legitimate_rest,b,16,intact,count,[],[],false,false,false,,
e08_query_b_legitimate_rest,e08,4,core,legitimate_rest,b,16,intact,envelope,[],[],false,false,false,,
e09_query_a_exact,e09,6,core,exact,a,16,intact,accounts,"[""e09_reference_a""]",[],true,true,false,true,true
e09_query_a_exact,e09,6,core,exact,a,16,intact,old07,"[""e09_reference_a""]",[],true,true,false,,
e09_query_a_exact,e09,6,core,exact,a,16,intact,count,[],[],false,false,false,,
e09_query_a_exact,e09,6,core,exact,a,16,intact,envelope,"[""e09_reference_a"",""e09_distractor_0""]","[""e09_distractor_0""]",false,true,true,,
e09_query_a_transpose,e09,6,core,transpose,a,16,intact,accounts,"[""e09_reference_a""]",[],true,true,false,true,true
e09_query_a_transpose,e09,6,core,transpose,a,16,intact,old07,"[""e09_reference_a""]",[],true,true,false,,
e09_query_a_transpose,e09,6,core,transpose,a,16,intact,count,[],[],false,false,false,,
e09_query_a_transpose,e09,6,core,transpose,a,16,intact,envelope,[],[],false,false,false,,
e09_query_a_detune,e09,6,core,detune,a,16,intact,accounts,[],[],false,false,false,false,false
e09_query_a_detune,e09,6,core,detune,a,16,intact,old07,[],[],false,false,false,,
e09_query_a_detune,e09,6,core,detune,a,16,intact,count,[],[],false,false,false,,
e09_query_a_detune,e09,6,core,detune,a,16,intact,envelope,"[""e09_reference_a"",""e09_distractor_0""]","[""e09_distractor_0""]",false,true,true,,
e09_query_a_timing,e09,6,core,timing,a,16,intact,accounts,"[""e09_reference_a""]",[],true,true,false,true,true
e09_query_a_timing,e09,6,core,timing,a,16,intact,old07,"[""e09_reference_a""]",[],true,true,false,,
e09_query_a_timing,e09,6,core,timing,a,16,intact,count,[],[],false,false,false,,
e09_query_a_timing,e09,6,core,timing,a,16,intact,envelope,[],[],false,false,false,,
e09_query_a_delete_rest,e09,6,core,delete_rest,a,16,intact,accounts,"[""e09_reference_a""]",[],true,true,false,true,true
e09_query_a_delete_rest,e09,6,core,delete_rest,a,16,intact,old07,"[""e09_reference_a""]",[],true,true,false,,
e09_query_a_delete_rest,e09,6,core,delete_rest,a,16,intact,count,[],[],false,false,false,,
e09_query_a_delete_rest,e09,6,core,delete_rest,a,16,intact,envelope,[],[],false,false,false,,
e09_query_a_delete_closed,e09,6,core,delete_closed,a,16,intact,accounts,"[""e09_reference_a""]",[],true,true,false,true,true
e09_query_a_delete_closed,e09,6,core,delete_closed,a,16,intact,old07,[],[],false,false,false,,
e09_query_a_delete_closed,e09,6,core,delete_closed,a,16,intact,count,[],[],false,false,false,,
e09_query_a_delete_closed,e09,6,core,delete_closed,a,16,intact,envelope,[],[],false,false,false,,
e09_query_a_delete_two,e09,6,core,delete_two,a,16,intact,accounts,[],[],false,false,false,false,false
e09_query_a_delete_two,e09,6,core,delete_two,a,16,intact,old07,[],[],false,false,false,,
e09_query_a_delete_two,e09,6,core,delete_two,a,16,intact,count,[],[],false,false,false,,
e09_query_a_delete_two,e09,6,core,delete_two,a,16,intact,envelope,[],[],false,false,false,,
e09_query_a_substitute,e09,6,core,substitute,a,16,intact,accounts,[],[],false,false,false,false,false
e09_query_a_substitute,e09,6,core,substitute,a,16,intact,old07,[],[],false,false,false,,
e09_query_a_substitute,e09,6,core,substitute,a,16,intact,count,[],[],false,false,false,,
e09_query_a_substitute,e09,6,core,substitute,a,16,intact,envelope,"[""e09_reference_a"",""e09_distractor_0""]","[""e09_distractor_0""]",false,true,true,,
e09_query_a_insert,e09,6,core,insert,a,16,intact,accounts,[],[],false,false,false,false,false
e09_query_a_insert,e09,6,core,insert,a,16,intact,old07,[],[],false,false,false,,
e09_query_a_insert,e09,6,core,insert,a,16,intact,count,[],[],false,false,false,,
e09_query_a_insert,e09,6,core,insert,a,16,intact,envelope,[],[],false,false,false,,
e09_query_a_delete_insert,e09,6,core,delete_insert,a,16,intact,accounts,[],[],false,false,false,false,false
e09_query_a_delete_insert,e09,6,core,delete_insert,a,16,intact,old07,[],[],false,false,false,,
e09_query_a_delete_insert,e09,6,core,delete_insert,a,16,intact,count,[],[],false,false,false,,
e09_query_a_delete_insert,e09,6,core,delete_insert,a,16,intact,envelope,[],[],false,false,false,,
e09_query_a_weak_present,e09,6,core,weak_present,a,16,intact,accounts,"[""e09_reference_a""]",[],true,true,false,false,false
e09_query_a_weak_present,e09,6,core,weak_present,a,16,intact,old07,"[""e09_reference_a""]",[],true,true,false,,
e09_query_a_weak_present,e09,6,core,weak_present,a,16,intact,count,[],[],false,false,false,,
e09_query_a_weak_present,e09,6,core,weak_present,a,16,intact,envelope,[],[],false,false,false,,
e09_query_a_mask_present,e09,6,core,mask_present,a,16,intact,accounts,[],[],false,false,false,false,false
e09_query_a_mask_present,e09,6,core,mask_present,a,16,intact,old07,[],[],false,false,false,,
e09_query_a_mask_present,e09,6,core,mask_present,a,16,intact,count,[],[],false,false,false,,
e09_query_a_mask_present,e09,6,core,mask_present,a,16,intact,envelope,[],[],false,false,false,,
e09_query_a_mask_absent,e09,6,core,mask_absent,a,16,intact,accounts,[],[],false,false,false,false,false
e09_query_a_mask_absent,e09,6,core,mask_absent,a,16,intact,old07,[],[],false,false,false,,
e09_query_a_mask_absent,e09,6,core,mask_absent,a,16,intact,count,[],[],false,false,false,,
e09_query_a_mask_absent,e09,6,core,mask_absent,a,16,intact,envelope,[],[],false,false,false,,
e09_query_a_merged,e09,6,core,merged,a,16,intact,accounts,[],[],false,false,false,false,false
e09_query_a_merged,e09,6,core,merged,a,16,intact,old07,[],[],false,false,false,,
e09_query_a_merged,e09,6,core,merged,a,16,intact,count,[],[],false,false,false,,
e09_query_a_merged,e09,6,core,merged,a,16,intact,envelope,[],[],false,false,false,,
e09_query_a_legitimate_rest,e09,6,core,legitimate_rest,a,16,intact,accounts,"[""e09_reference_a""]",[],true,true,false,true,true
e09_query_a_legitimate_rest,e09,6,core,legitimate_rest,a,16,intact,old07,[],[],false,false,false,,
e09_query_a_legitimate_rest,e09,6,core,legitimate_rest,a,16,intact,count,[],[],false,false,false,,
e09_query_a_legitimate_rest,e09,6,core,legitimate_rest,a,16,intact,envelope,[],[],false,false,false,,
e09_query_b_exact,e09,6,core,exact,b,16,intact,accounts,"[""e09_reference_b""]",[],true,true,false,true,true
e09_query_b_exact,e09,6,core,exact,b,16,intact,old07,"[""e09_reference_b""]",[],true,true,false,,
e09_query_b_exact,e09,6,core,exact,b,16,intact,count,[],[],false,false,false,,
e09_query_b_exact,e09,6,core,exact,b,16,intact,envelope,"[""e09_reference_b""]",[],true,true,false,,
e09_query_b_transpose,e09,6,core,transpose,b,16,intact,accounts,"[""e09_reference_b""]",[],true,true,false,true,true
e09_query_b_transpose,e09,6,core,transpose,b,16,intact,old07,"[""e09_reference_b""]",[],true,true,false,,
e09_query_b_transpose,e09,6,core,transpose,b,16,intact,count,[],[],false,false,false,,
e09_query_b_transpose,e09,6,core,transpose,b,16,intact,envelope,[],[],false,false,false,,
e09_query_b_detune,e09,6,core,detune,b,16,intact,accounts,[],[],false,false,false,false,false
e09_query_b_detune,e09,6,core,detune,b,16,intact,old07,[],[],false,false,false,,
e09_query_b_detune,e09,6,core,detune,b,16,intact,count,[],[],false,false,false,,
e09_query_b_detune,e09,6,core,detune,b,16,intact,envelope,[],[],false,false,false,,
e09_query_b_timing,e09,6,core,timing,b,16,intact,accounts,"[""e09_reference_b""]",[],true,true,false,true,true
e09_query_b_timing,e09,6,core,timing,b,16,intact,old07,"[""e09_reference_b""]",[],true,true,false,,
e09_query_b_timing,e09,6,core,timing,b,16,intact,count,[],[],false,false,false,,
e09_query_b_timing,e09,6,core,timing,b,16,intact,envelope,[],[],false,false,false,,
e09_query_b_delete_rest,e09,6,core,delete_rest,b,16,intact,accounts,"[""e09_reference_b""]",[],true,true,false,true,true
e09_query_b_delete_rest,e09,6,core,delete_rest,b,16,intact,old07,"[""e09_reference_b""]",[],true,true,false,,
e09_query_b_delete_rest,e09,6,core,delete_rest,b,16,intact,count,[],[],false,false,false,,
e09_query_b_delete_rest,e09,6,core,delete_rest,b,16,intact,envelope,[],[],false,false,false,,
e09_query_b_delete_closed,e09,6,core,delete_closed,b,16,intact,accounts,"[""e09_reference_b""]",[],true,true,false,true,true
e09_query_b_delete_closed,e09,6,core,delete_closed,b,16,intact,old07,[],[],false,false,false,,
e09_query_b_delete_closed,e09,6,core,delete_closed,b,16,intact,count,[],[],false,false,false,,
e09_query_b_delete_closed,e09,6,core,delete_closed,b,16,intact,envelope,[],[],false,false,false,,
e09_query_b_delete_two,e09,6,core,delete_two,b,16,intact,accounts,[],[],false,false,false,false,false
e09_query_b_delete_two,e09,6,core,delete_two,b,16,intact,old07,[],[],false,false,false,,
e09_query_b_delete_two,e09,6,core,delete_two,b,16,intact,count,[],[],false,false,false,,
e09_query_b_delete_two,e09,6,core,delete_two,b,16,intact,envelope,[],[],false,false,false,,
e09_query_b_substitute,e09,6,core,substitute,b,16,intact,accounts,[],[],false,false,false,false,false
e09_query_b_substitute,e09,6,core,substitute,b,16,intact,old07,[],[],false,false,false,,
e09_query_b_substitute,e09,6,core,substitute,b,16,intact,count,[],[],false,false,false,,
e09_query_b_substitute,e09,6,core,substitute,b,16,intact,envelope,"[""e09_reference_b""]",[],true,true,false,,
e09_query_b_insert,e09,6,core,insert,b,16,intact,accounts,[],[],false,false,false,false,false
e09_query_b_insert,e09,6,core,insert,b,16,intact,old07,[],[],false,false,false,,
e09_query_b_insert,e09,6,core,insert,b,16,intact,count,[],[],false,false,false,,
e09_query_b_insert,e09,6,core,insert,b,16,intact,envelope,[],[],false,false,false,,
e09_query_b_delete_insert,e09,6,core,delete_insert,b,16,intact,accounts,[],[],false,false,false,false,false
e09_query_b_delete_insert,e09,6,core,delete_insert,b,16,intact,old07,[],[],false,false,false,,
e09_query_b_delete_insert,e09,6,core,delete_insert,b,16,intact,count,[],[],false,false,false,,
e09_query_b_delete_insert,e09,6,core,delete_insert,b,16,intact,envelope,[],[],false,false,false,,
e09_query_b_weak_present,e09,6,core,weak_present,b,16,intact,accounts,"[""e09_reference_b""]",[],true,true,false,false,false
e09_query_b_weak_present,e09,6,core,weak_present,b,16,intact,old07,"[""e09_reference_b""]",[],true,true,false,,
e09_query_b_weak_present,e09,6,core,weak_present,b,16,intact,count,[],[],false,false,false,,
e09_query_b_weak_present,e09,6,core,weak_present,b,16,intact,envelope,[],[],false,false,false,,
e09_query_b_mask_present,e09,6,core,mask_present,b,16,intact,accounts,[],[],false,false,false,false,false
e09_query_b_mask_present,e09,6,core,mask_present,b,16,intact,old07,[],[],false,false,false,,
e09_query_b_mask_present,e09,6,core,mask_present,b,16,intact,count,[],[],false,false,false,,
e09_query_b_mask_present,e09,6,core,mask_present,b,16,intact,envelope,[],[],false,false,false,,
e09_query_b_mask_absent,e09,6,core,mask_absent,b,16,intact,accounts,[],[],false,false,false,false,false
e09_query_b_mask_absent,e09,6,core,mask_absent,b,16,intact,old07,[],[],false,false,false,,
e09_query_b_mask_absent,e09,6,core,mask_absent,b,16,intact,count,[],[],false,false,false,,
e09_query_b_mask_absent,e09,6,core,mask_absent,b,16,intact,envelope,[],[],false,false,false,,
e09_query_b_merged,e09,6,core,merged,b,16,intact,accounts,[],[],false,false,false,false,false
e09_query_b_merged,e09,6,core,merged,b,16,intact,old07,[],[],false,false,false,,
e09_query_b_merged,e09,6,core,merged,b,16,intact,count,[],[],false,false,false,,
e09_query_b_merged,e09,6,core,merged,b,16,intact,envelope,[],[],false,false,false,,
e09_query_b_legitimate_rest,e09,6,core,legitimate_rest,b,16,intact,accounts,"[""e09_reference_b""]",[],true,true,false,true,true
e09_query_b_legitimate_rest,e09,6,core,legitimate_rest,b,16,intact,old07,[],[],false,false,false,,
e09_query_b_legitimate_rest,e09,6,core,legitimate_rest,b,16,intact,count,[],[],false,false,false,,
e09_query_b_legitimate_rest,e09,6,core,legitimate_rest,b,16,intact,envelope,[],[],false,false,false,,
e10_query_a_exact,e10,8,core,exact,a,16,intact,accounts,"[""e10_reference_a""]",[],true,true,false,true,true
e10_query_a_exact,e10,8,core,exact,a,16,intact,old07,"[""e10_reference_a""]",[],true,true,false,,
e10_query_a_exact,e10,8,core,exact,a,16,intact,count,[],[],false,false,false,,
e10_query_a_exact,e10,8,core,exact,a,16,intact,envelope,"[""e10_reference_a"",""e10_distractor_0""]","[""e10_distractor_0""]",false,true,true,,
e10_query_a_transpose,e10,8,core,transpose,a,16,intact,accounts,"[""e10_reference_a""]",[],true,true,false,true,true
e10_query_a_transpose,e10,8,core,transpose,a,16,intact,old07,"[""e10_reference_a""]",[],true,true,false,,
e10_query_a_transpose,e10,8,core,transpose,a,16,intact,count,[],[],false,false,false,,
e10_query_a_transpose,e10,8,core,transpose,a,16,intact,envelope,[],[],false,false,false,,
e10_query_a_detune,e10,8,core,detune,a,16,intact,accounts,[],[],false,false,false,false,false
e10_query_a_detune,e10,8,core,detune,a,16,intact,old07,[],[],false,false,false,,
e10_query_a_detune,e10,8,core,detune,a,16,intact,count,[],[],false,false,false,,
e10_query_a_detune,e10,8,core,detune,a,16,intact,envelope,[],[],false,false,false,,
e10_query_a_timing,e10,8,core,timing,a,16,intact,accounts,"[""e10_reference_a""]",[],true,true,false,true,true
e10_query_a_timing,e10,8,core,timing,a,16,intact,old07,"[""e10_reference_a""]",[],true,true,false,,
e10_query_a_timing,e10,8,core,timing,a,16,intact,count,[],[],false,false,false,,
e10_query_a_timing,e10,8,core,timing,a,16,intact,envelope,[],[],false,false,false,,
e10_query_a_delete_rest,e10,8,core,delete_rest,a,16,intact,accounts,[],[],false,false,false,false,false
e10_query_a_delete_rest,e10,8,core,delete_rest,a,16,intact,old07,"[""e10_reference_a""]",[],true,true,false,,
e10_query_a_delete_rest,e10,8,core,delete_rest,a,16,intact,count,[],[],false,false,false,,
e10_query_a_delete_rest,e10,8,core,delete_rest,a,16,intact,envelope,[],[],false,false,false,,
e10_query_a_delete_closed,e10,8,core,delete_closed,a,16,intact,accounts,[],[],false,false,false,false,false
e10_query_a_delete_closed,e10,8,core,delete_closed,a,16,intact,old07,[],[],false,false,false,,
e10_query_a_delete_closed,e10,8,core,delete_closed,a,16,intact,count,[],[],false,false,false,,
e10_query_a_delete_closed,e10,8,core,delete_closed,a,16,intact,envelope,[],[],false,false,false,,
e10_query_a_delete_two,e10,8,core,delete_two,a,16,intact,accounts,[],[],false,false,false,false,false
e10_query_a_delete_two,e10,8,core,delete_two,a,16,intact,old07,[],[],false,false,false,,
e10_query_a_delete_two,e10,8,core,delete_two,a,16,intact,count,[],[],false,false,false,,
e10_query_a_delete_two,e10,8,core,delete_two,a,16,intact,envelope,[],[],false,false,false,,
e10_query_a_substitute,e10,8,core,substitute,a,16,intact,accounts,[],[],false,false,false,false,false
e10_query_a_substitute,e10,8,core,substitute,a,16,intact,old07,[],[],false,false,false,,
e10_query_a_substitute,e10,8,core,substitute,a,16,intact,count,[],[],false,false,false,,
e10_query_a_substitute,e10,8,core,substitute,a,16,intact,envelope,"[""e10_reference_a"",""e10_distractor_0""]","[""e10_distractor_0""]",false,true,true,,
e10_query_a_insert,e10,8,core,insert,a,16,intact,accounts,[],[],false,false,false,false,false
e10_query_a_insert,e10,8,core,insert,a,16,intact,old07,[],[],false,false,false,,
e10_query_a_insert,e10,8,core,insert,a,16,intact,count,[],[],false,false,false,,
e10_query_a_insert,e10,8,core,insert,a,16,intact,envelope,[],[],false,false,false,,
e10_query_a_delete_insert,e10,8,core,delete_insert,a,16,intact,accounts,[],[],false,false,false,false,false
e10_query_a_delete_insert,e10,8,core,delete_insert,a,16,intact,old07,[],[],false,false,false,,
e10_query_a_delete_insert,e10,8,core,delete_insert,a,16,intact,count,[],[],false,false,false,,
e10_query_a_delete_insert,e10,8,core,delete_insert,a,16,intact,envelope,[],[],false,false,false,,
e10_query_a_weak_present,e10,8,core,weak_present,a,16,intact,accounts,[],[],false,false,false,false,false
e10_query_a_weak_present,e10,8,core,weak_present,a,16,intact,old07,"[""e10_reference_a""]",[],true,true,false,,
e10_query_a_weak_present,e10,8,core,weak_present,a,16,intact,count,[],[],false,false,false,,
